audited_outcome,test_prompt,reason,dataset,examples,repo_name,verdict,case_score,evidence_strength,evidence,result_file,row_index,property_index
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The notebook contains a model with nn.Dropout and nn.BatchNorm1d layers (defined in cell 10), but during inference (cell 14), the model is never switched to evaluation mode via model.eval(). Only torch.no_grad() is used, which disables gradient computation but does NOT switch BatchNorm or Dropout layers to evaluation mode. During training mode, Dropout applies random masking and BatchNorm uses per-batch statistics, causing non-deterministic predictions across multiple evaluation runs. Additionally, no random seed is set anywhere in the notebook. This directly violates the property that accuracy should be deterministic when running evaluation multiple times without retraining.",titanic,10,xxxzedmy,FAIL,0.85,0.83,"[/kaggle/repo/mlp-with-pytorch/mlp-with-pytorch.ipynb:10-83] Model definition cell (Cell 10) shows BinaryModel contains nn.Dropout(0.2) in preprocess, res_block1, res_block2, feature_extract, and classifier; plus nn.BatchNorm1d(128), nn.BatchNorm1d(64), nn.BatchNorm1d(32). [/kaggle/repo/mlp-with-pytorch/mlp-with-pytorch.ipynb:14] Inference cell shows: ""with torch.no_grad(): Y_predict = model(test)"" — no model.eval() call present anywhere in the notebook. [/kaggle/repo/mlp-with-pytorch/mlp-with-pytorch.ipynb:12] Training loop leaves model in training mode by default (standard PyTorch behavior where model.forward() keeps model in training mode). [/kaggle/repo/mlp-with-pytorch/mlp-with-pytorch.ipynb:15-17] Post-processing and submission code with no determinism safeguards.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,40,12
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The notebook has concrete data preprocessing bugs that violate the requirement that ""data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable)."" While data loading via pd.read_csv is correct, the preprocessing pipeline contains three independently verifiable bugs: (1) StandardScaler is fit on the combined train+test dataframe (Cell 40) before the train/test split (Cell 46), causing test data statistics to leak into training data scaling; (2) The Embarked column has 2 NaN values (known from the Titanic dataset) that produce NaN values in the get_dummies output (Cell 37), and these NaN values are never handled despite df.isnull().sum() being called without verification at Cell 41; (3) Fare NaN imputation happens AFTER scaling (Cell 43 after Cell 40), meaning the scaler fits on data containing NaN in Fare and the imputation mean is computed on already-scaled values, creating an inconsistent preprocessing pipeline.",titanic,10,yanplayz08,FAIL,0.88,0.85,"[/kaggle/repo/titanic-using-neural-network-0-77/titanic-using-neural-network-0-77.ipynb:6 (pd.concat combining train and test), 37 (get_dummies on Embarked without NaN handling), 40 (StandardScaler fit_transform on combined dataframe before split), 41 (df.isnull().sum() not checked), 43 (Fare fillna after scaling), 46 (train/test split by row position)]",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,42,2
,"No leakage from test to train/val sets. If there is any model selection or hyperparameter tuning, then it uses val only.","The repository exhibits clear test-to-train data leakage in the ML preprocessing pipeline. Specifically, in cell 94, the training features (train_x) and test features (test_x) are concatenated together. Then in cell 95, a StandardScaler is fitted on this concatenated dataset before being split back into train and test portions (cell 96). This means the feature normalization statistics (mean and standard deviation) used to transform the training data include information from the test set. This violates the property that no test data should leak into train/val sets. The model selection and hyperparameter tuning portion does correctly use the validation set only (GridSearchCV with cv=5 on x_train, all model evaluations on x_valid), but the data leakage alone causes the test to fail.",titanic,10,yawong1983,FAIL,0.91,0.89,"1. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 92] - Defines train_x from df_train and test_x from df_test, establishing the train/test split at the feature level.
2. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 94] - `total = pd.concat([train_x, test_x], axis=0)` concatenates training and test features together before splitting.
3. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 95] - `scaler = StandardScaler(); scaler.fit(total)` fits the scaler on the concatenated train+test data, meaning test statistics leak into the training normalization.
4. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 96] - `train_x = X[:len(df_train)]; test_x = X[len(df_train):]` splits the already-leaked normalized data back into train and test portions.
5. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 105] - Model selection evaluates on x_valid only, not test data (this part is correct).
6. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 134] - GNN training uses train_mask for training loss and val_mask for validation loss, no model selection based on test (this part is correct).
Evidence saved to: /evidence/artifacts/leakage_evidence.json",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,44,0
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The code uses pandas `.map()` with a lambda function (a Python-level per-row loop) where vectorized Series.string operations could implement the same operation more efficiently. Specifically, in the data loading code, `retina_df['image'].map(lambda x: x.split('_')[0])` on line 13 of cell 6 should be replaced with `retina_df['image'].str.split('_').str[0]`. Similarly, `retina_df['image'].map(lambda x: os.path.join(base_image_dir, f""{x}.jpeg""))` on line 14 could be replaced with vectorized string concatenation like `base_image_dir + '/' + retina_df['image'] + '.jpeg'`. The `.map(os.path.exists)` on line 15 is inherently sequential (filesystem I/O per file) and cannot be vectorized, but the other two map calls have clear vectorized alternatives.

Matrix/vectorized operations that should replace the raw Python logic:
1. Line 13: Replace `retina_df['image'].map(lambda x: x.split('_')[0])` with `retina_df['image'].str.split('_').str[0]` or `retina_df['image'].str.extract(r'^([^_]+)')`
2. Line 14: Replace `retina_df['image'].map(lambda x: os.path.join(base_image_dir, f""{x}.jpeg""))` with `base_image_dir + '/' + retina_df['image'] + '.jpeg'`

All other loops in the code (training loops, model-building loops, model forward pass loops) are inherent to the sequential nature of neural network training or have learnable parameters that must be applied sequentially, and cannot be replaced by matrix operations.",diabetic,10,adithyalennzer,FAIL,0.76,0.79,"[/kaggle/repo/conformer-on-dr/conformer-on-dr.ipynb: Cell 6, lines 13-15 — the data loading cell containing `.map(lambda x: x.split('_')[0])`, `.map(lambda x: os.path.join(...))`, and `.map(os.path.exists)` on a pandas DataFrame; Cell 2, lines 270, 297, 345, 360, 377, 434 — model construction and forward pass loops that are inherently sequential with learnable parameters and cannot be vectorized; Cells 12-14 — standard PyTorch training/validation loops that require sequential optimization and cannot be replaced by matrix operations]",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,1,15
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The repository fails the data loading and preprocessing correctness test due to concrete, verifiable bugs. The primary issue is path-label misalignment: image paths are obtained via `glob()` (Cell 3) in filesystem-sorted order, while labels are extracted from a CSV file as `df_train['level'].values` (Cell 6) in whatever CSV row order. The code pairs them by index position without any code that extracts filenames, joins by image name, or verifies alignment between paths and labels. This means labels are almost certainly assigned to the wrong images. Additionally, there is no validation of image integrity (e.g., checking that `cv2.imread` returns valid images, detecting all-black or corrupted images), and no validation that label values are within the expected range. These are direct violations of the requirement that data be loaded and preprocessed correctly.",diabetic,10,ayushrathor,FAIL,0.91,0.89,"[/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:2 (Cell 2, line 2-3): df_train loaded from CSV via pd.read_csv; [/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:3 (Cell 3, line 1): paths obtained via glob() with no name-based alignment; [/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:6 (Cell 6, line 1): RetinopathyDataset instantiated with paths_train and df_train['level'].values paired by position with no alignment code; [/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:5 (Cell 5, lines 1-15): Dataset __getitem__ uses cv2.imread with no None/corruption check on returned image before passing to cv2.cvtColor; [/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:1 (Cell 1): imports confirm no data validation or alignment logic is present in any import.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,3,2
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The test inference code in cell 50 has a concrete batch unpacking bug that prevents data from being correctly loaded and processed. In the test loop, `for batch, X in enumerate(test_dl):` incorrectly assigns the entire collated batch (which is a list `[images_tensor, img_names_list]` from `RetinopathyDataset_test` returning `(image, img_name)`) to `X`, instead of extracting just the images. When `model(X)` is called with this list, it would fail with a TypeError because the model expects a tensor input. In contrast, the training loop in cell 39 correctly unpacks the batch as `for batch, (X, y) in enumerate(dataloader_train):`. This is a verifiable data loading bug that prevents correct data processing for inference.",diabetic,10,hugolemonnier,FAIL,0.85,0.83,"[/kaggle/repo/project-nn-melih-sahman-et-hugo-lemonnier/project-nn-melih-sahman-et-hugo-lemonnier.ipynb:50] Cell 50 contains the buggy inference loop: `for batch, X in enumerate(test_dl): pred = model(X)` where `X` receives the full batch `[images, img_names]` instead of just images. [/kaggle/repo/project-nn-melih-sahman-et-hugo-lemonnier/project-nn-melih-sahman-et-hugo-lemonnier.ipynb:39] For comparison, the training loop correctly unpacks: `for batch, (X, y) in enumerate(dataloader_train): pred = model(X)`. [/kaggle/repo/project-nn-melih-sahman-et-hugo-lemonnier/project-nn-melih-sahman-et-hugo-lemonnier.ipynb:48] The `RetinopathyDataset_test.__getitem__` returns a tuple `(image, img_name)`, which the DataLoader collates into `[images_batch, [img_names]]`. [/kaggle/repo/project-nn-melih-sahman-et-hugo-lemonnier/project-nn-melih-sahman-et-hugo-lemonnier.ipynb:24] The `DeviceDataLoader.to_device` function recursively converts the batch tuple into a list `[device_images, [img_names]]`, confirming that `X` in cell 50 would receive a list, not a tensor.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,8,2
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The repository creates both the training and validation dataloaders with `shuffle=True`. Specifically, in Cell 23 of the notebook, both `train_dataloader` and `valid_dataloader` are instantiated with `shuffle=True`. This directly violates the test requirement that validation (and test) data should NOT be shuffled. Only the training dataloader should shuffle. The test dataloader (Cell 49) correctly uses `shuffle=False`, but the validation dataloader's `shuffle=True` is a concrete violation.",diabetic,10,hugolemonnier,FAIL,0.93,0.91,"[/kaggle/repo/project-nn-melih-sahman-et-hugo-lemonnier/project-nn-melih-sahman-et-hugo-lemonnier.ipynb:Cell 23] — Contains the dataloader creation code showing both `train_dataloader` and `valid_dataloader` use `shuffle=True`:
```
if device == ""cuda"" :
    train_dataloader = DataLoader(train_tensors, batch_size=256, shuffle=True, num_workers=4, generator=generator)
    valid_dataloader = DataLoader(valid_tensors, batch_size=256, shuffle=True, num_workers=4, generator=generator)
else : 
    train_dataloader = DataLoader(train_tensors, batch_size=256, shuffle=True, num_workers=1, generator=generator)
    valid_dataloader = DataLoader(valid_tensors, batch_size=256, shuffle=True, num_workers=1, generator=generator)
```
[/kaggle/repo/project-nn-melih-sahman-et-hugo-lemonnier/project-nn-melih-sahman-et-hugo-lemonnier.ipynb:Cell 44] — Shows the training loop uses `valid_dl` (the wrapped validation dataloader) for the validation pass during training:
```
epoch_loop_graph(train_dl, valid_dl, train_dataset, valid_dataset, model, loss_fn, optimizer, device, epochs)
```
[/kaggle/repo/project-nn-melih-sahman-et-hugo-lemonnier/project-nn-melih-sahman-et-hugo-lemonnier.ipynb:Cell 49] — Shows the test dataloader correctly uses `shuffle=False`:
```
test_loader = DataLoader(test_tensors, batch_size=256, shuffle=False, num_workers=4)
```

The validation dataloader uses `shuffle=True` in both branches (CUDA and non-CUDA), confirming this is a deliberate code issue, not a conditional path-only problem.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,8,11
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The code mixes hardcoded .cuda() calls with .to(device) for device placement, creating inconsistent device handling. The rm_na collate function (used by train_loader, val_loader, and test_loader) always calls .cuda() on tensors, while the model is moved using .to(device). This inconsistency means: (1) if CUDA is unavailable and device=""cpu"", tensors will be on GPU while the model is on CPU, causing device mismatch errors; (2) even on GPU, the mixing of .cuda() and .to(device) is not a unified device strategy, meaning implicit CPU<->GPU transfers could occur depending on runtime conditions. Additionally, no dtype policy (fp32/bf16) is defined anywhere in the codebase — there is no explicit precision management.",diabetic,10,munchic,FAIL,0.81,0.74,"- [/kaggle/repo/these-red-eyes/these-red-eyes.ipynb:cell 6] The rm_na collate function uses hardcoded .cuda(): `data = torch.stack(data).cuda()` and `target = torch.Tensor([item['label'] for item in batch]).long().cuda()`. This is applied to train_loader, val_loader, and test_loader.
- [/kaggle/repo/these-red-eyes/these-red-eyes.ipynb:cell 8] Model ToyNet is moved via `device = torch.device(""cuda:0"" if torch.cuda.is_available() else ""cpu"")` then `net.to(device)`. This is correct but inconsistent with the hardcoded .cuda() in rm_na.
- [/kaggle/repo/these-red-eyes/these-red-eyes.ipynb:cell 10] Training loop receives inputs/labels from rm_na (already .cuda()-ed), then calls `net(inputs)` — model was placed via .to(device). Mixed strategies.
- [/kaggle/repo/these-red-eyes/these-red-eyes.ipynb:cell 15] gen_answers also uses rm_na (.cuda()) and calls `net(inputs)` — same inconsistency.
- [/kaggle/repo/these-red-eyes/these-red-eyes.ipynb:cell 18] Validation evaluation uses `torch.Tensor().cuda()` and `.cuda()` on all_labels and all_pred tensors.
- [/kaggle/repo/these-red-eyes/these-red-eyes.ipynb:cell 24] The draft train_model function uses `.to(device)` consistently for inputs and labels, showing the correct pattern that the main code does not follow.
- [/kaggle/repo/these-red-eyes/these-red-eyes.ipynb:cell 26] ResNet transfer learning uses `model_ft = model_ft.to(device)` correctly, but no dtype policy is defined anywhere.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,10,13
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The notebook contains two clear violations of the property that explicit loops or Python control flow should not be used when matrix operations could implement the same operation more efficiently. 1) Cell 6, line 2 (source lines 81-221): `df['image'].apply(lambda x: path_prefix + x + "".jpeg"")` is a Python-level per-row Series.apply that can be replaced with vectorized string concatenation: `df['image'] = path_prefix + df['image'] + "".jpeg""`. 2) Cell 6, line 5 (source lines 275-346): `class_dist = [len(df.loc[df['level'] == x]) for x in range(num_classes)]` is a Python list comprehension with per-class DataFrame filtering that can be replaced with `df['level'].value_counts().sort_index().tolist()`. Both are directly analogous to the calibration example pattern of Series.apply being replaceable by vectorized operations.",diabetic,10,rilnarejinold,FAIL,0.85,0.82,"[/kaggle/repo/mini-project/mini-project.ipynb] - Cell index 6 (the ""Check data distribution"" code cell) contains both violations on lines 2 and 5 of the cell source. The `df['image'].apply(lambda x: ...)` on source line 95 (`df['image'].apply(lambda x: ""../input/.../"" + x + "".jpeg"")`) is a per-row Python-level apply. The list comprehension `[len(df.loc[df['level'] == x]) for x in range(num_classes)]` on source line 287 iterates with DataFrame filtering per class. [/evidence/artifacts/analysis.txt] - Full analysis with specific replacements documented.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,14,15
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The test/evaluation code applies random data augmentations at inference time, causing non-deterministic accuracy values across multiple evaluation runs without retraining. Specifically: (1) The `torch_dset` class in cell 65 uses `train=True` as the default parameter, and the `prepare_data` method in cell 67 creates train/val/test datasets with `torch_dset(csv_file=...)` without overriding the `train` parameter, so all splits including test use the training transforms. (2) The training transforms include `RandomResizedCrop(224)`, `RandomVerticalFlip(p=0.5)`, `RandomHorizontalFlip()`, `ColorJitter()`, and `RandomRotation(30)` — all random operations applied to every sample during `__getitem__`. (3) Since evaluation is performed via `test_step` which processes these randomly transformed images, repeated evaluations yield different image transformations and thus different accuracy values. This directly violates the requirement for deterministic accuracy on repeated evaluation without retraining.",diabetic,10,vincycode,FAIL,0.91,0.88,"[/kaggle/repo/dr-note/dr-note.ipynb:65 (cell index 65, torch_dset class definition with random transforms in 'train' transform and train=True default), /kaggle/repo/dr-note/dr-note.ipynb:67 (cell index 67, prepare_data method creating all dataloaders with torch_dset using default train=True, so test set gets random transforms; test dataloader also uses shuffle=True)]",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,20,12
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The code exhibits inconsistent device handling and lacks a consistent dtype policy. Specifically: (1) A hard-coded `.cuda()` is called at the bottom of Cell 67 (line 171) after model instantiation, which conflicts with the `self.device = torch.device(""cuda:0"" if torch.cuda.is_available() else ""cpu"")` logic defined in `__init__` (Cell 67, line 35). The `model.cuda()` call unconditionally forces GPU placement regardless of the runtime device configuration. (2) In training_step, validation_step, and test_step (Cell 67, lines 58-116), only `x` and `self` are moved to `self.device`; the label tensor `y` is never moved to the device, relying instead on `.cpu()` calls after computation which are unnecessary for CPU-origin tensors but indicate inconsistent device handling. (3) No dtype policy (fp32/bf16) is defined or consistently applied — images are cast with `.float()` and labels with `float32` then `long`, but there is no `autocast`, no mixed precision, and no systematic dtype policy for model parameters or activations.",diabetic,10,vincycode,FAIL,0.81,0.74,"[/kaggle/repo/dr-note/dr-note.ipynb: Cell 67, line 35: `self.device = torch.device(""cuda:0"" if torch.cuda.is_available() else ""cpu"")` defines device logic; Cell 67, lines 60-61: `x.to(self.device)` and `self.to(self.device)` in training_step; Cell 67, lines 89-90: same pattern in validation_step; Cell 67, lines 111-112: same pattern in test_step; Cell 67, line 171: `model.cuda()` hard-coded call that overrides device logic; Cell 67, lines 67-69, 95-96, 115: repeated `logits.cpu(), y.cpu()` and `preds.cpu(), y.cpu()` calls showing unnecessary CPU transfers; Cell 65, line 45: `trans(Image.open(x_)).float()` for images; Cell 65, line 46: `y_ = torch.tensor(y_.astype('float32')).long()` for labels; no autocast, .half(), bf16, or dtype policy anywhere in the notebook.]",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,20,13
,"No leakage from test to train/val sets. If there is any model selection or hyperparameter tuning, then it uses val only.","The notebook contains clear test-to-train data leakage in two ways: (1) Vocabulary building explicitly includes test data alongside train and validation data via `TEXT.build_vocab(train_temp, val_temp, test_temp, ...)`, meaning the test data's word frequencies influence the word embeddings used to encode the training data. (2) The ID field is similarly built across all three splits: `ID.build_vocab(train_temp, val_temp, test_temp)`. Additionally, train and test are concatenated with `df=pd.concat([train,test])` and preprocessed together before being re-separated. While the text cleaning functions themselves are deterministic and symmetric (URL removal, HTML removal, etc.), the vocabulary construction step uses test data to determine which words appear in the embedding matrix, which directly influences how training samples are encoded. This constitutes test-to-train leakage. Regarding model selection/hyperparameter tuning: the code does not perform explicit model selection or hyperparameter tuning (the best-model checkpointing in the first LSTM training loop is commented out, and the second training function just saves the final model), so the second clause about using val-only for selection is not directly triggered. The primary violation is the vocabulary-building data leakage.",nlp,10,aadimator,FAIL,0.89,0.87,"[/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:52] - Cell 52 contains `TEXT.build_vocab(train_temp, val_temp, test_temp, max_size=20000, min_freq=10, vectors=GloVe(name='6B', dim=300))` which builds the text vocabulary from all three splits including test. Also `ID.build_vocab(train_temp, val_temp, test_temp)` includes test data.
[/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:33] - Cell 33 shows `df=pd.concat([train,test])` concatenating train and test data before preprocessing.
[/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:69] - Cell 69 separates them back: `train_df = df[df.target.isnull() == False]` and `test_df = df[df.target.isnull() == True]`.
[/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:77] - Cell 77 shows the second train_model which saves final model as `model.pth` without any model selection based on training metrics - no best-checkpoint logic.
[/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:56] - Cell 56 first train_model has `val_loss_min` tracking and commented-out `torch.save` for best-val-loss checkpointing.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,0,0
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The model evaluation code in this notebook implements determinism safeguards: (1) Both `train_model` functions (Cell 56 for LSTM, Cell 77 for Roberta) call `model.eval()` during the validation phase, which disables dropout layers; (2) The Roberta model's val_loader has `shuffle=False` ensuring fixed data order; (3) The `accuracy_score` function (Cell 76) is purely deterministic with no randomness; (4) No random data augmentations are applied during evaluation - the `clean_data` preprocessing (Cell 39) is deterministic and applied only before splitting; (5) Seeds are set at the beginning (`seed_everything(42)`) with `torch.backends.cudnn.deterministic = True`. The evaluation forward pass is deterministic given the same model weights and input data.",nlp,10,aadimator,FAIL,0.15,0.72,"- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:cell3] Seed function sets `torch.backends.cudnn.deterministic = True` and seeds all random generators
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:cell56] LSTM `train_model` calls `model.eval()` during validation phase (line 69 in cell)
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:cell77] Roberta `train_model` calls `model.eval()` during validation phase and uses `torch.set_grad_enabled(phase == 'train')` which disables gradients during eval
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:cell71] Roberta `val_loader` created with `shuffle=False`
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:cell76] `accuracy_score` function uses deterministic operations: `torch.round(torch.sigmoid(outputs))` and comparison with labels
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:cell39] `clean_data` preprocessing function uses deterministic regex operations, no random augmentations
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:cell83] `make_predictions` sets `model.eval()` and uses `torch.no_grad()` for deterministic inference",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,0,12
,"Reported metrics use the correct split(s) and the exact definitions claimed (e.g., micro vs macro, top-k).","The training accuracy metric is computed using an incorrect definition. In the `train()` function (Cell 23), accuracy is calculated by averaging per-batch accuracies (`epoch_acc / len(iterator)`) rather than using the standard definition of overall accuracy (total correct predictions divided by total samples). The `evaluate()` function correctly computes accuracy as `total_correct / total_samples`, but the `train()` function's approach of averaging per-batch accuracies is mathematically different and not the standard definition. This directly matches the calibration note: ""Averaging per-batch accuracies is not the standard definition of overall accuracy, which should be total correct divided by total samples."" The training accuracy is reported to the user via `print(f'\\tTrain Loss: {train_loss:.3f} | Train Acc: {train_acc*100:.2f}%')` in the training loop (Cell 24), meaning the reported metric uses the wrong definition.",nlp,10,abdullah7aled,FAIL,0.88,0.87,"[/kaggle/repo/disaster-tweets-w-pyt-rch/disaster-tweets-w-pyt-rch.ipynb:20-21] `binary_accuracy` function computes per-batch accuracy as `correct.sum() / len(correct)`. [/kaggle/repo/disaster-tweets-w-pyt-rch/disaster-tweets-w-pyt-rch.ipynb:23] `train()` function accumulates per-batch accuracies and returns `epoch_acc / len(iterator)` — averaging per-batch accuracies, which is the incorrect definition of overall accuracy. [/kaggle/repo/disaster-tweets-w-pyt-rch/disaster-tweets-w-pyt-rch.ipynb:23] `evaluate()` function correctly computes accuracy as `total_correct / total_samples`. [/kaggle/repo/disaster-tweets-w-pyt-rch/disaster-tweets-w-pyt-rch.ipynb:24] Training loop prints `train_acc` which uses the incorrect per-batch averaging definition.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,1,6
,"Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this).","The repository contains model training code (BERT-based classifier for disaster tweet prediction) that runs for num_epochs=4. The `train` function (Cell 9) computes a CrossEntropyLoss for each batch and uses it for backpropagation, but the loss value is never logged, printed, stored in a history, or appended to any list. The training loop (Cell 18) only prints the epoch number and validation accuracy — it never reports training loss. The test case explicitly requires that ""Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this)."" Since the repo neither logs training loss nor adds any logging mechanism to verify this property, it fails the test.",nlp,10,aliosmanbayku,FAIL,0.9,0.88,"1. [/kaggle/repo/bert-model-based-disaster-tweets-prediction/bert-model-based-disaster-tweets-prediction.ipynb:Cell 9] The `train` function computes `loss = nn.CrossEntropyLoss()(outputs, labels)` and calls `loss.backward()` and `optimizer.step()`, but the loss variable is never printed, logged, or stored. After `scheduler.step()` the function simply ends.
2. [/kaggle/repo/bert-model-based-disaster-tweets-prediction/bert-model-based-disaster-tweets-prediction.ipynb:Cell 18] The training loop runs `for epoch in range(num_epochs)` where `num_epochs = 4`, but only prints `f""Epoch {epoch + 1}/{num_epochs}""` and validation accuracy. No training loss is printed or stored.
3. [/kaggle/repo/bert-model-based-disaster-tweets-prediction/bert-model-based-disaster-tweets-prediction.ipynb:Cell 13] Parameters show `num_epochs = 4` and `batch_size = 16`, confirming a multi-epoch training loop exists.
4. No other cell in the notebook contains loss logging, loss history tracking, or any mechanism to record training loss values across epochs. A grep for `loss` patterns (print(loss, logging, append(loss, loss_history, losses.append) etc.) returned no results.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,3,10
,"The model after the full training procedure outperforms a simple baseline (e.g., random or majority class) on an evaluation set.","The code trains a DistilBERT model on the nlp-getting-started dataset (grouped by keywords) and generates predictions for the test set, but it never evaluates the model on any held-out evaluation set or compares its performance to a simple baseline (random or majority class). While the `flat_accuracy` function is defined in cell 2, it is never called. The lists `y_true_validation` and `y_pred_validation` in cell 5 are initialized but never populated. The code only saves predictions to `submission.csv` without computing any accuracy, F1, or other metric that would allow demonstrating that the model outperforms a simple baseline.",nlp,10,arpytanshu,FAIL,0.95,0.93,"[/kaggle/repo/grouped-keyword-bert-model/grouped-keyword-bert-model.ipynb:1-248 (entire notebook, all 10 cells)] — The notebook contains: (1) Cell 2: defines `flat_accuracy(preds, labels)` function at line ~137 of the source, but it is never invoked; (2) Cell 5: initializes empty `y_true_validation = []` and `y_pred_validation = []` lists which are never populated; (3) Cell 6: trains model and makes predictions on test data but never compares predictions to labels to compute any evaluation metric; (4) Cell 7: saves predictions to `submission.csv` without any accuracy/metric computation; (5) No code path exists where model predictions are compared against ground truth labels to compute accuracy, precision, recall, or any metric, and no baseline comparison (random or majority class) is performed.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,5,8
