audited_outcome,test_prompt,reason,dataset,examples,repo_name,verdict,case_score,evidence_strength,evidence,result_file,row_index,property_index
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The test case requires that the repository demonstrates that ""randomizing the labels results in accuracy dropping to be near a random guessing baseline on a validation set."" This is a label-randomization sanity check. After thorough examination of the notebook at /kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb, there is absolutely no code that performs label randomization. The notebook trains an LSTM model on the nlp-getting-started dataset (disaster tweet detection, binary classification), splits data into train/validation sets (Cell 15), trains for 25 epochs (Cell 33), and evaluates on test data (Cell 35-43). However, no code randomly shuffles, permutes, or corrupts the labels, nor does any cell report a label-randomization accuracy experiment. Without any label randomization being performed, the property that ""randomizing the labels results in accuracy dropping to be near a random guessing baseline"" cannot be satisfied.",nlp,0,hoangpham51,FAIL,0.95,0.95,"[/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:entire notebook] - The full notebook contains only standard training code (Cells 0-44). Cell 15 performs train/validation split. Cell 24-26 builds the LSTM model. Cell 33 trains the model. Cells 35-43 handle prediction and evaluation. No cell contains any label randomization (no np.random.shuffle on labels, no random permutation of target values, no noise injection into labels). A comprehensive keyword search across all cells for 'random', 'shuffle', 'permute', 'noise', 'flip', 'corrupt' in conjunction with 'label' or 'target' returned zero matches related to label manipulation.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,17,7
,"Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this).","The test requires that training loss is logged and decreases/plateaus during training. If loss is not logged, the test says to add logging. The notebook computes loss in the train() function (cell 31) and evaluate() function (cell 32), and prints it per epoch (cell 33), but it does NOT log/save the loss values to any persistent artifact. The loss tracking lists (loss=[], acc=[], val_acc=[]) are explicitly commented out in cell 33. Without persistent logging, there is no way to verify that loss decreases and plateaus. The property is not satisfied because loss is not logged.",nlp,0,hoangpham51,FAIL,0.95,0.95,"[/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:33:1-22] - Cell 33 shows the training loop where loss tracking lists are commented out: # loss=[], # acc=[], # val_acc=[] and only print statements output loss values. [/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:31:1-25] - Cell 31 shows the train() function that computes epoch_loss but never saves it to a persistent log. [/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:32:1-25] - Cell 32 shows the evaluate() function that computes valid_loss but never saves it. No files in the repo (besides metadata) store training loss history or metrics.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,17,10
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The test case requires that (1) training dataloader shuffles or training dataset is shuffled, and (2) validation/test do NOT shuffle. The repository uses `torchtext.data.BucketIterator.splits()` to create both training and validation iterators. The code in cell 22 shows:

```python
train_iterator, valid_iterator = data.BucketIterator.splits(
    (train_ds, val_ds), 
    batch_size = BATCH_SIZE,
    sort_within_batch = True,
    device = device)
```

The `shuffle` parameter is NOT explicitly set. In `torchtext`'s `BucketIterator.splits()`, the default for `shuffle` is `True` for ALL iterators (both train and validation). This means both `train_iterator` and `valid_iterator` will shuffle their data. The word ""shuffle"" does not appear anywhere in the notebook. Therefore, the validation iterator WILL shuffle, which violates the requirement that validation/test data should NOT be shuffled.",nlp,0,hoangpham51,FAIL,0.9,0.85,"[/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:22] - Shows `BucketIterator.splits` call with `sort_within_batch=True` but no explicit `shuffle=False` for the validation iterator. The torchtext API defaults `shuffle=True` for all iterators in a split, meaning validation data is shuffled. [/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb] - The word ""shuffle"" does not appear anywhere in the entire notebook, confirming no explicit shuffle control is applied.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,17,11
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The repository's model evaluation accuracy is NOT deterministic when running the model evaluation multiple times without retraining. There are two independent, directly observable reasons for this:

1. **Missing `model.eval()` before inference**: In the prediction section (cell 36, lines loading model and running `predict()`), the model is loaded from `best_model.pt` but `model.eval()` is never called. The model uses DROPOUT = 0.2 (cell 24), and without `model.eval()` mode, dropout layers remain active during inference, applying random dropout masks on each forward pass. This makes predictions (and thus accuracy) non-deterministic across multiple evaluation runs.

2. **Non-deterministic data splitting during training** (affects the saved model itself): Cell 15 contains a critical bug: `random_state=random.seed(SEED)`. The function `random.seed(SEED)` returns `None` (a well-known Python behavior), so `train_test_split` receives `random_state=None`, making the train/validation split non-deterministic. This means the trained model weights themselves vary across runs, further contributing to non-deterministic evaluation accuracy.

The `torch.manual_seed(42)` and `torch.backends.cudnn.deterministic = True` settings in cell 1 do not mitigate these issues — the former only affects PyTorch's random number generation but does not fix the `random_state=None` bug in `train_test_split`, and the latter only affects cuDNN operations but not dropout's random masking (which uses its own random source).",nlp,0,hoangpham51,FAIL,0.95,0.95,"[/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:1-5] torch.manual_seed(42) and cudnn.deterministic=True are set, but do not address the key issues. /kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:15] `random_state=random.seed(SEED)` — `random.seed()` returns None, making the data split non-deterministic. /kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:24] DROPOUT = 0.2 is defined. /kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:35-36] Prediction function and model loading without `model.eval()` call — dropout remains active during inference, causing non-deterministic predictions.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,17,12
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains an explicit Python `for` loop in Cell 36 that iterates over each test sample individually to make predictions, calling the `predict()` function one sentence at a time. The LSTM model is designed for batched processing (as shown in the training loop Cell 31 with batched iterator), yet the inference code in Cell 36 processes samples one-by-one using `for i in range(len(test_data.text))`. This loop could be replaced with a single batched matrix operation: all test sentences could be tokenized, padded, converted to a single tensor, and passed through the model in one forward pass. The `predict()` function in Cell 35 processes one sentence, and Cell 36 iterates over all test rows individually with `predicts = []` and `predicts.append(int(predict_class))`. The batched equivalent would tokenize all test texts together, pad to a common length using `torch.nn.utils.rnn.pad_sequence`, create a single batch tensor, and run one `model(batch_tensor, batch_lengths)` call to get all predictions at once.",nlp,0,hoangpham51,FAIL,0.72,0.75,"[/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:Cell 35 lines 1-13] Defines `predict()` function that processes a single sentence - tokenizes with spacy, converts to indexed list comprehension `[TEXT.vocab.stoi[t] for t in tokenized]`, creates a single tensor `torch.LongTensor(indexed).to(device)`, and runs `model(tensor, length_tensor)` for one sample. [/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:Cell 36 lines 1-7] Shows the prediction loop `for i in range(len(test_data.text)):` that calls `predict(model, test_data.text[i])` one at a time and accumulates results in a list. This iterates over N test samples with N model forward passes. The model `LSTM_net` defined in Cell 25 with `batch_first=True` parameter supports batched inputs, making the individual loop calls unnecessary - all samples could be processed as a single batched matrix operation with proper padding.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,17,15
,"Reported metrics use the correct split(s) and the exact definitions claimed (e.g., micro vs macro, top-k).","The notebook reports a single metric — classification accuracy (`acc`) — but computes it on the **training data** (`train_dataloader`) rather than on a held-out validation or test split. Specifically, in the training loop (Cell 50), after each epoch, `get_predictions(model, train_dataloader, compute_acc=True)` is called, which computes `acc = correct / total` on the same data used for training. This is data leakage and constitutes an incorrect evaluation split. The `test.csv` data is used only for generating predictions saved to a submission file — these predictions are never evaluated against ground truth labels. No precision, recall, F1, macro/micro-averaged, or top-k metrics are reported. The property requires that ""reported metrics use the correct split(s) and the exact definitions claimed."" While the accuracy definition itself is correct (correct/total), the split is wrong — training accuracy is an overly optimistic, biased estimate and does not represent genuine model performance.",nlp,0,jiahuiyu729,FAIL,0.85,0.9,"[/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:49-51] defines get_predictions function that computes acc = correct/total; [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:50] calls get_predictions with train_dataloader for evaluation after each training epoch, meaning evaluation uses training data (data leakage); [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:51-54] uses test.csv only for generating predictions saved to submission.csv without any evaluation against ground truth labels; no other metrics (precision, recall, F1, macro/micro, top-k) are reported anywhere in the notebook.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,18,6
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The repository's notebook does not include any code that randomizes labels and demonstrates that accuracy drops to near-random baseline. Specifically: (1) There is no train/validation split — the notebook trains and evaluates on the same `train_dataloader`, computing accuracy on training data rather than a held-out validation set. (2) There is no label shuffling, permutation, or randomization code anywhere in the notebook — no use of `np.random.permutation`, `random.shuffle`, or any equivalent to randomize the target column. (3) There is no reference to a random guessing baseline or any comparison of accuracy before/after label randomization. These are all directly verifiable from the source code.",nlp,0,jiahuiyu729,FAIL,0.92,0.88,"[/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:45-46] Cell 45 creates a TensorDataset with targets (target = torch.tensor(df_train['target'].tolist())) and Cell 46 creates train_dataloader with RandomSampler — no shuffle of labels occurs. [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:49-50] Cell 49 defines get_predictions() and Cell 50 trains for 1 epoch, evaluating accuracy on the same train_dataloader — no validation split exists. [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:40-44] Cells 40-44 define tokenEmbedding and addPaddings functions but contain no label manipulation. A search for 'random', 'shuffle', 'perm', 'split', 'validation', 'baseline', 'stratify' finds no matches in the code body.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,18,7
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The repository does not set any random seed (no `np.random.seed()`, `torch.manual_seed()`, or `random.seed()` calls found anywhere in the notebook). The training loop uses `RandomSampler` (Cell 46) which randomly shuffles training data on each run, and the `BertForSequenceClassification` model includes dropout layers. Without a fixed seed, each notebook execution produces different model weights, leading to different accuracy values. Additionally, there is no mechanism to save and load trained model checkpoints, so each run retrains from scratch. This means accuracy is non-deterministic across runs, violating the property that accuracy should be deterministic when running evaluation multiple times.",nlp,0,jiahuiyu729,FAIL,0.92,0.9,"[/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:46] - Cell 46 uses `RandomSampler(train_data)` without any seed. [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:45] - Cell 45 imports `RandomSampler` from torch.utils.data. [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:50] - Cell 50 trains the model with `model.train()` and `EPOCHS = 1`, but produces no saved checkpoint. [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:47-48] - Cell 47 loads `BertForSequenceClassification` model with `from_pretrained` and no random seed is set anywhere in the notebook. [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:51] - Cell 51 uses `model.eval()` and `SequentialSampler` for test predictions, but since no model is saved/loaded and no seed is set, the preceding training (Cell 50) produces different weights each run.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,18,12
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository fails the property test. Multiple clear instances exist where explicit Python loops are used instead of matrix/tensor operations that could implement the same operations more efficiently. The two most significant violations are: (1) Cell 40's `tokenEmbedding()` function uses an explicit `for sequence in tweets:` loop to tokenize each tweet individually, when `tokenizer(tweets, padding=True, truncation=True)` can batch-process the entire list at once; (2) Cell 43's `addPaddings()` function uses an explicit `for i in range(len(input_ids)):` loop with manual list concatenation for padding, when `torch.nn.utils.rnn.pad_sequence()` can perform tensor-based padding efficiently. Additional violations include Cell 53's list comprehension for flattening predictions (replaceable with `np.concatenate`) and Cell 11's list comprehensions for keyword counting (replaceable with `value_counts()`).",nlp,0,jiahuiyu729,FAIL,0.9,0.88,"[1] /kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb Cell 40: `tokenEmbedding()` function contains explicit `for sequence in tweets:` loop iterating over each sequence individually, calling `tokenizer(sequence, padding=True, truncation=True)` per item and appending to lists - this can be replaced by batch encoding `tokenizer(tweets, padding=True, truncation=True)`. [2] /kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb Cell 43: `addPaddings()` function contains explicit `for i in range(len(input_ids)):` loop with manual padding via `tokenTensorembed += [0]*(MAX_LEN-origTokenLen)` list concatenation - replaceable by `torch.nn.utils.rnn.pad_sequence(input_ids, batch_first=True)`. [3] /kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb Cell 53: List comprehension `[item for sublist in predictions for item in sublist]` for flattening - replaceable by `np.concatenate(predictions)`. [4] /kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb Cell 11: List comprehensions `[word for word in keywords]` and `[word[0] for word in most_common_words]` - replaceable by vectorized pandas `keywords.value_counts()`. [5] /evidence/artifacts/analysis.txt: Complete analysis documenting all violations.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,18,15
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The repository's notebook does not set any random seed (torch.manual_seed or np.random.seed) or deterministic algorithm flags (torch.backends.cudnn.deterministic, torch.use_deterministic_algorithms, or torch.backends.cudnn.benchmark = False) anywhere in the code. While the evaluation section correctly uses model.eval() and torch.no_grad(), and the test_loader has shuffle=False, the code runs on GPU (confirmed in kernel-metadata.json enable_gpu: true, and device = torch.device('cuda' if torch.cuda.is_available() else 'cpu') in Cell 27). On GPU, PyTorch/cuDNN can produce non-deterministic floating-point results due to non-deterministic convolution and reduction algorithms. Without explicit deterministic settings, there is no guarantee that running model evaluation multiple times without retraining will produce the exact same accuracy value. This is the only code in the repository, and no other files provide determinism guarantees.",nlp,0,julyju,FAIL,0.8,0.8,"[/kaggle/repo/pytorch-bert-for-disaster-tweets/kernel-metadata.json:9] (enable_gpu: true — confirms GPU is enabled for this kernel), [/kaggle/repo/pytorch-bert-for-disaster-tweets/pytorch-bert-for-disaster-tweets.ipynb:27] (device = torch.device(""cuda"" if torch.cuda.is_available() else ""cpu"") — confirms GPU execution path is used), [/kaggle/repo/pytorch-bert-for-disaster-tweets/pytorch-bert-for-disaster-tweets.ipynb:30] (evaluation code uses model.eval() and torch.no_grad() but contains no random seed or deterministic algorithm settings), [/kaggle/repo/pytorch-bert-for-disaster-tweets/pytorch-bert-for-disaster-tweets.ipynb:25] (DataLoader test_loader has shuffle=False which is good for determinism, but is insufficient alone on GPU), [/kaggle/repo/pytorch-bert-for-disaster-tweets/pytorch-bert-for-disaster-tweets.ipynb:1-31] (complete review of all 31 code cells confirms absence of torch.manual_seed, np.random.seed, torch.backends.cudnn.deterministic, torch.use_deterministic_algorithms, or torch.backends.cudnn.benchmark settings).",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,19,12
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The test property requires verifying that randomizing labels causes accuracy to drop to near a random guessing baseline on a validation set. The notebook (/kaggle/repo/notebookd8600e1339/notebookd8600e1339.ipynb) trains a DeBERTa model on the nlp-getting-started dataset with proper (non-randomized) labels and evaluates it, but does NOT contain any label randomization experiment. Specifically: (1) there is no code that shuffles/randomizes labels, (2) there are no saved outputs showing accuracy values from any randomization experiment, and (3) there are no results logs or artifacts demonstrating that accuracy drops when labels are randomized. While theoretically any supervised model trained with standard cross-entropy loss on randomized labels should achieve near-random accuracy, the empirical verification of this claim requires executing the model with randomized labels and measuring the resulting accuracy. Without runtime evidence (accuracy values after label randomization), the property cannot be statically verified.",nlp,0,ka06jn,FAIL,0.55,0.3,"[/kaggle/repo/notebookd8600e1339/notebookd8600e1339.ipynb:1-120] - Single code cell containing DeBERTa training pipeline with no label randomization logic, no randomization experiment, and empty outputs array. [/kaggle/repo/notebookd8600e1339/kernel-metadata.json:1-20] - Kernel metadata confirming competition source (nlp-getting-started) with no indication of label randomization experiments.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,20,7
,The model can overfit a single (or tiny) batch to near-zero loss.,"The test case requires that the model can overfit a single (or tiny) batch to near-zero loss. The notebook at /kaggle/repo/notebookd8600e1339/notebookd8600e1339.ipynb trains a DeBERTa-v3-base model with: per_device_train_batch_size=32, num_train_epochs=3, learning_rate=2e-5, and weight_decay=0.01. None of these settings enable overfitting a tiny batch — the batch size is fixed at 32 (not 1 or a tiny number), epochs are only 3 (insufficient for overfitting), learning rate is very small (2e-5, not aggressive enough for rapid convergence), and weight decay provides regularization that opposes overfitting. The code also does not contain any mechanism to isolate a single batch or tiny subset of data for targeted training. The model architecture has sufficient capacity in principle, but the training configuration as written does not support or demonstrate the ability to overfit a tiny batch to near-zero loss.",nlp,0,ka06jn,FAIL,0.95,0.95,"[/kaggle/repo/notebookd8600e1339/notebookd8600e1339.ipynb: section 6 (TrainingArguments) — line containing per_device_train_batch_size=32, num_train_epochs=3, learning_rate=2e-5, weight_decay=0.01] — these parameters prevent overfitting a tiny batch: batch size is 32 (not single/tiny), only 3 epochs (insufficient for convergence to near-zero loss), very small learning rate (2e-5), and weight decay regularization (0.01) actively opposes overfitting.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,20,9
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The code loads CSV data and tokenizes text but completely lacks data quality checks and preprocessing steps. Specifically: (1) No null/missing value handling in train/test data - `train_df.text.values` and `train_df.target.values` are extracted directly without any `dropna()`, `fillna()`, or null checks. If the input CSV contains NaN values, `tokenizer.encode_plus()` would fail. (2) No text sanitization or cleaning - text passes directly to the tokenizer without removing HTML tags, URLs, special characters, or other unexpected content. (3) No data validation - no inspection of feature values, target distribution, or text quality metrics. The test explicitly calls out concerns about 'no text with weird or unexpected characters' and 'feature values are reasonable' - neither concern is addressed in the code. The data loading is minimal (basic `pd.read_csv`) with zero preprocessing beyond basic BERT tokenization, which is insufficient for the stated quality requirements.",nlp,0,kbrajwani,FAIL,0.72,0.75,"[/kaggle/repo/bert-classifier/bert-classifier.ipynb:1-24] Full notebook inspection shows: Cell 1 loads train.csv with `pd.read_csv` without any quality checks; Cell 3 extracts `.text.values` and `.target.values` directly with no null handling; Cell 8 tokenizes all sentences with `encode_plus` without any prior text cleaning or validation; no cells contain `dropna`, `fillna`, `isna`, text cleaning, data validation, quality inspection, or character filtering. The only transformation is BERT tokenization with lowercasing and padding.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,21,2
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The repository fails the test case on two fronts: (1) device handling is inconsistent — the `device` variable is defined only conditionally inside an `if torch.cuda.is_available():` block (bert-classifier.ipynb cell 14), but it is used unconditionally throughout the training loop, validation loop, and prediction loop (cells 15, 21). The model is moved to GPU with `model.cuda()` unconditionally (cell 12). If CUDA is unavailable, the `device` variable is never defined, causing a NameError. (2) No dtype policy is applied — there is no mention of fp32, bf16, fp16, or any explicit dtype casting, mixed precision, or autocast anywhere in the code. Additionally, implicit CPU<->GPU transfers occur during every validation and prediction batch when logits are moved back to CPU via `.detach().cpu().numpy()` and labels are moved to CPU via `.to('cpu').numpy()`.",nlp,0,kbrajwani,FAIL,0.85,0.85,"[The notebook /kaggle/repo/bert-classifier/bert-classifier.ipynb contains the following issues: Cell 14 defines `device` conditionally: `if torch.cuda.is_available(): device = torch.device(""cuda"")` (line ~4 of cell 14). Cell 12 unconditionally calls `model.cuda()` (line 13 of cell 12). Cell 15 (training loop) uses `.to(device)` for input_ids, input_mask, and label (lines 29-31), and the validation section also uses `.to(device)` via generator expression (line 73) and `.to('cpu')` for labels (line 84), plus `.detach().cpu().numpy()` for logits (line 83). Cell 21 (prediction) similarly moves inputs with `.to(device)` (line 6) and moves logits to CPU with `.detach().cpu().numpy()` (line 17). No dtype specification (fp32/bf16/fp16) exists anywhere in the notebook.]",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,21,13
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository explicitly uses Python `for` loops to call `tokenizer.encode_plus()` on individual sentences, which could be replaced by `tokenizer.batch_encode_plus()` — a matrix/batch operation. This occurs in Cell 8 (training data tokenization) and Cell 17 (test data tokenization), where the same operation is performed element-wise in a loop instead of as a batch operation.",nlp,0,kbrajwani,FAIL,0.9,0.85,"[/kaggle/repo/bert-classifier/bert-classifier.ipynb: Cell 8, lines 3-7] uses `for sent in sentences: encode = tokenizer.encode_plus(sent, max_length=max_len, pad_to_max_length=True)` to build `input_ids` and `attention_masks` lists. This can be replaced with `encoded = tokenizer.batch_encode_plus(sentences, max_length=max_len, pad_to_max_length=True)` followed by unpacking `encoded['input_ids']` and `encoded['attention_mask']` directly as matrices. [/kaggle/repo/bert-classifier/bert-classifier.ipynb: Cell 17, lines 7-11] contains the identical pattern for test data. [/kaggle/repo/bert-classifier/bert-classifier.ipynb: Cell 7, lines 2-4] also loops over sentences calling `tokenizer.encode(sent)` individually, which could use batch operations. The BERT tokenizer from `transformers` (imported in Cell 4) supports `batch_encode_plus()` natively, making these for loops unnecessary and less efficient than the available batch/matrix operation.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,21,15
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The property requires that the training dataloader shuffles the training dataset while validation/test dataloaders do not shuffle. In the notebook (model-2-pytorch-simple-nn-with-dropuots.ipynb), all three DataLoaders—train_loader, valid_loader, and test_loader—are created without the `shuffle=True` parameter. Per PyTorch defaults, DataLoader has `shuffle=False` when not specified. Cell 102 shows both train_loader and valid_loader are created as `DataLoader(..., batch_size=BATCH_SIZE, collate_fn=collate)` with no shuffle argument. Cell 113 shows test_loader similarly created without shuffle. The word 'shuffle' only appears in Cell 65, which uses sklearn's `shuffle` function for balancing the dataset (selecting which fake tweet IDs to drop), not for the PyTorch DataLoader. Therefore, the training dataloader does NOT shuffle, which directly violates the test property.",nlp,0,kormishin,FAIL,1.0,1.0,"[/kaggle/repo/model-2-pytorch-simple-nn-with-dropuots/model-2-pytorch-simple-nn-with-dropuots.ipynb:99] (random_split function - no shuffling), [/kaggle/repo/model-2-pytorch-simple-nn-with-dropuots/model-2-pytorch-simple-nn-with-dropuots.ipynb:102] (train_loader and valid_loader created without shuffle=True), [/kaggle/repo/model-2-pytorch-simple-nn-with-dropuots/model-2-pytorch-simple-nn-with-dropuots.ipynb:113] (test_loader created without shuffle=True), [/kaggle/repo/model-2-pytorch-simple-nn-with-dropuots/model-2-pytorch-simple-nn-with-dropuots.ipynb:65] (only occurrence of 'shuffle' - sklearn shuffle for dataset balancing, not DataLoader shuffle)",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,22,11
