audited_outcome,test_prompt,reason,dataset,examples,repo_name,verdict,case_score,evidence_strength,evidence,result_file,row_index,property_index
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The notebook does not set any random seeds (np.random.seed, random.seed, torch.manual_seed) and does not pass random_state parameters to any stochastic functions. Specifically, train_test_split is called without random_state in cells 69-70, meaning the train/test split varies between runs. Additionally, multiple classifiers with inherent randomness (RandomForestClassifier, GradientBoostingClassifier, XGBClassifier, DecisionTreeClassifier, LogisticRegression) are instantiated without random_state parameters, and cross_val_score is called without random_state. This means running the model evaluation multiple times (or running the notebook again) would not produce the same accuracy value, violating the determinism requirement.",titanic,20,alaapdhall,FAIL,0.71,0.62,"[/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:69] - `X_train, X_test, y_train, y_test = train_test_split(X_final, target, test_size=0.10)` without `random_state`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:70] - `X_train_feat, X_test_feat, y_train_feat, y_test_feat = train_test_split(X_final_feat, target, test_size=0.10)` without `random_state`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:79] - Classifiers instantiated without `random_state`: `RandomForestClassifier()`, `GradientBoostingClassifier()`, `XGBClassifier()`, `DecisionTreeClassifier()`, `LogisticRegression()`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:83] - `cross_val_score(log_reg, X_final, target, cv=5)` and others called without `random_state`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:35] - `random.randint(0,1)` used without seed in column dropping logic; no cell in the notebook contains `np.random.seed()`, `random.seed()`, or any `random_state` parameter for any stochastic operation.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,2,12
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository (a Kaggle notebook on Titanic data analysis) contains multiple instances where explicit Python loops and control flow are used when vectorized/matrix operations could compute the same results more efficiently. The most prominent violation is in Cell 46 (line 32), where `Series.apply(lambda x: ...)` iterates row-by-row over the Title column — directly replaceable by a vectorized `np.where()` call. Additional violations include: (1) Cell 35 nested loops computing pairwise Pearson correlations one pair at a time instead of using `DataFrame.corr()`; (2) Cell 38 iterating over columns for outlier detection instead of using vectorized quantile operations; (3) Cell 46 using `.loc` assignments with boolean masks inside a loop instead of vectorized `np.select()` or direct boolean-to-int conversion. These findings match the calibration examples where `.apply()`-based per-row loops were flagged as violations.",titanic,20,alaapdhall,FAIL,0.85,0.82,"[/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:Cell 46, source line 32] `dataset['Title'] = dataset['Title'].apply(lambda x: 'Misc' if title_names.loc[x] == True else x)` — per-row Python loop replaceable by `np.where(title_names[dataset['Title']], 'Misc', dataset['Title'])`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:Cell 46, source line 1] `for dataset in [train_df,test_df]:` — loop over datasets where vectorized operations per dataset could be used; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:Cell 35, source lines 26-28] nested `for idx,i in enumerate(cont_cols): for j in cont_cols[idx+1:]` loops for pairwise correlation instead of `df[cont_cols].corr()`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:Cell 35, source line 8] `for col in df.columns:` with `list(map(int,df[col]))` instead of `pd.DataFrame.select_dtypes()`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:Cell 38, source line 23] `for i in cont_cols:` for per-column outlier detection instead of vectorized `df[cont_cols].quantile()`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:Cell 46, source lines 16-18] `.loc` boolean mask assignments for FamilySize instead of `np.select()`; [/kaggle/repo/most-comprehensive-guide-to-a-ds-framework/most-comprehensive-guide-to-a-ds-framework.ipynb:Cell 46, source lines 23-24] `.loc` boolean assignments for IsAlone instead of `((dataset['SibSp'] + dataset['Parch']) > 0).astype(int)`.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,2,15
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The notebook has multiple concrete bugs that prevent data from being loaded and preprocessed correctly: (1) Cell 11 references undefined variables (train_df, test_df_kaggle) that are never assigned anywhere, causing NameError; (2) Cell 11 uses sklearn preprocessing classes (ColumnTransformer, Pipeline, SimpleImputer, StandardScaler, OneHotEncoder) that are never imported, causing NameError; (3) The alternative preprocessing path (Cells 7-8) has critical feature space inconsistencies between train and test datasets: train creates FamilySize/Title/CabinLetter features and one-hot encodes them while test does not, train fills Age with Title-grouped median while test fills with global mean, train keeps Embarked (filled with 'S') while test drops Embarked entirely. These bugs mean data cannot be reliably loaded/preprocessed and the resulting features are mismatched between train and test splits.",titanic,20,anhuinn,FAIL,0.94,0.92,"[/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:5] (defines train_dataset and test_dataset, but not train_df or test_df_kaggle used in Cell 11); [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:11] (uses undefined variables train_df, test_df_kaggle and unimported sklearn classes); [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:1-1] (imports in Cell 1 show no sklearn preprocessing imports); [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:7-8] (preprocessing inconsistencies between train_dataset and test_dataset including different Age imputation methods, different feature engineering, and Embarked handling differences); [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:10] (DataLoader defined but never used); [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:15] (training uses tensors from Cell 11 which never execute); [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:16] (submission also references undefined test_df_kaggle); /evidence/artifacts/analysis.txt (complete analysis summary).",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,3,2
,"The model after the full training procedure outperforms a simple baseline (e.g., random or majority class) on an evaluation set.","The code has concrete bugs that prevent the full training procedure from completing, and it never computes or compares against a baseline. Specifically: (1) Cell 11 references undefined variables `train_df` and `test_df_kaggle` (only `train_dataset` and `test_dataset` are defined), causing a NameError before training can start; (2) Cell 11 uses scikit-learn classes (ColumnTransformer, Pipeline, SimpleImputer, StandardScaler, OneHotEncoder) that are not imported; (3) The code never computes a baseline (majority class or random) and never compares the model's accuracy against any baseline. Since the training procedure cannot complete due to these bugs, the model is never trained, and no evidence exists that the model outperforms a simple baseline.",titanic,20,anhuinn,FAIL,0.85,0.82,"- [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:Cell 11] References undefined variable `train_df` (lines: `X_full = train_df.drop('Survived', axis=1)` and `y_full = train_df['Survived']`) which is never defined anywhere in the notebook. The variable `train_dataset` is defined in Cell 5 but `train_df` is not an alias for it.
- [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:Cell 11] References undefined variable `test_df_kaggle` (line: `X_test_kaggle_raw = test_df_kaggle.copy()`). This same variable is also referenced in Cell 16 without being defined.
- [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:Cell 1] Cell 1 imports do not include `ColumnTransformer`, `Pipeline`, `SimpleImputer`, `StandardScaler`, or `OneHotEncoder` which are used in Cell 11, so even if `train_df` were defined, the code would crash with a NameError on these classes.
- [/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb:Cell 15] The evaluation code computes `accuracy_val` on the validation set but never computes a baseline (e.g., majority class accuracy) or compares against it. The property requires demonstrating the model outperforms a simple baseline, which the code does not do.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,3,8
,The model can overfit a single (or tiny) batch to near-zero loss.,"The repository cannot demonstrate that the model can overfit a single/tiny batch to near-zero loss for two concrete reasons: (1) The notebook has a runtime-breaking error — Cell 11 references `train_df` and `test_df_kaggle` which are never defined (data is loaded as `train_dataset`/`test_dataset` in Cell 5), causing a NameError. (2) The training loop (Cell 15) processes the entire dataset at once, not in mini-batches — the `train_loader` defined in Cell 10 is never used. Thus, the concept of ""overfitting a tiny batch"" is not implemented. Additionally, Dropout(0.3) in the model means forward passes are stochastic during training, preventing deterministic convergence to near-zero loss even with a tiny batch.",titanic,20,anhuinn,FAIL,0.85,0.82,"[/kaggle/repo/ann-pytorch-titanic/ann-pytorch-titanic.ipynb: Cell 5 loads data as `train_dataset` and `test_dataset`; Cell 11 references undefined `train_df` and `test_df_kaggle` causing NameError; Cell 10 defines `train_loader` but Cell 15 never uses it — instead training on the full `X_train_tensor` at once; Cell 12 defines model with `Dropout(0.3)` layers active during training, introducing stochasticity]",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,3,9
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The test case requires that training dataloader shuffles OR training dataset is shuffled for training, AND that val/test do not shuffle. This notebook (cp3501-prac6-task-1.ipynb) does not use any PyTorch DataLoader and has no training data shuffling during training. The training loop in `train_model()` (Cell 83) calls `one_epoch()` (Cell 80) which computes loss on the full `trn_indep` and `trn_dep` tensors without any shuffling: `loss = calc_loss(coeffs, trn_indep, trn_dep)`. There is no `shuffle=True` or any equivalent data shuffling mechanism anywhere in the notebook. The `RandomSplitter` (Cell 72) only shuffles indices at split time to create train/val sets, but this does not constitute shuffling training data during training. While val/test correctly do not shuffle (satisfying the second clause), the first clause (training must be shuffled) is not satisfied, resulting in a FAIL verdict.",titanic,20,astriazhu,FAIL,0.93,0.91,"**Analysis of the test case: ""Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.""**

1. **Training code** (`/kaggle/repo/cp3501-prac6-task-1/cp3501-prac6-task-1.ipynb`, Cell 80-83):
   - Training uses `one_epoch()` which calls `calc_loss(coeffs, trn_indep, trn_dep)` - the full training tensor in each epoch
   - `train_model()` loops over epochs calling `one_epoch()`
   - No `shuffle=True`, no DataLoader, no per-epoch shuffling of training data

2. **No DataLoader exists** anywhere in the notebook - confirmed by searching all cells

3. **Validation**: `acc(coeffs)` uses `val_indep` and `val_dep` directly - no shuffling

4. **Test**: `tst_indep` is used directly with `calc_preds()` - no shuffling

5. **RandomSplitter** (Cell 72) shuffles indices once at split time to create train/val sets, but this is not the same as shuffling training data during training.

The property requires: **(training is shuffled) AND (val/test are NOT shuffled)**

- Training is NOT shuffled (no DataLoader, no dataset shuffle during training) → Part 1 fails
- Val/test are NOT shuffled → Part 2 passes
- Overall: FAIL because the training data is not shuffled



VERDICT: FAIL
CASE_SCORE: 0.93
EVIDENCE_STRENGTH: 0.91
REASON: The test case requires that training dataloader shuffles OR training dataset is shuffled for training, AND that val/test do not shuffle. This notebook (cp3501-prac6-task-1.ipynb) does not use any PyTorch DataLoader and has no training data shuffling during training. The training loop in `train_model()` (Cell 83) calls `one_epoch()` (Cell 80) which computes loss on the full `trn_indep` and `trn_dep` tensors without any shuffling: `loss = calc_loss(coeffs, trn_indep, trn_dep)`. There is no `shuffle=True` or any equivalent data shuffling mechanism anywhere in the notebook. The `RandomSplitter` (Cell 72) only shuffles indices at split time to create train/val sets, but this does not constitute shuffling training data during training. While val/test correctly do not shuffle (satisfying the second clause), the first clause (training must be shuffled) is not satisfied, resulting in a FAIL verdict.
EVIDENCE: [
- `/kaggle/repo/cp3501-prac6-task-1/cp3501-prac6-task-1.ipynb:72` - RandomSplitter used for train/val split, with no DataLoader or shuffle mechanism defined
- `/kaggle/repo/cp3501-prac6-task-1/cp3501-prac6-task-1.ipynb:77` - Training and validation tensors created by indexing with split indices; no per-epoch shuffling
- `/kaggle/repo/cp3501-prac6-task-1/cp3501-prac6-task-1.ipynb:80` - `one_epoch()` function computes loss using full `trn_indep` and `trn_dep` tensors directly without any shuffle
- `/kaggle/repo/cp3501-prac6-task-1/cp3501-prac6-task-1.ipynb:83` - `train_model()` loops over epochs calling `one_epoch()` with no shuffling
- `/kaggle/repo/cp3501-prac6-task-1/cp3501-prac6-task-1.ipynb:96` - `acc()` function evaluates on `val_indep` and `val_dep` without shuffling (val correctly not shuffled)
- `/kaggle/repo/cp3501-prac6-task-1/cp3501-prac6-task-1.ipynb:113-117` - Test data loaded and processed without shuffling (test correctly not shuffled)
- Full notebook text search confirms zero occurrences of 'shuffle', 'DataLoader', 'sampler', or 'random.shuffle' in any code cell
]",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,4,11
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The data preprocessing code contains concrete issues that violate the requirement for correct data loading and preprocessing with reasonable feature values. Most critically, the PassengerId column (an identifier, not a feature) is not dropped during preprocessing and is included in both training features and test data fed to the model. The LabelEncoder is fit independently on train and test data, creating potentially inconsistent categorical encodings between the splits. Additionally, StandardScaler is imported but never applied, meaning numerical features like Age and Fare remain on different scales.",titanic,20,badavathnaveen,FAIL,0.89,0.87,"- [/kaggle/repo/titanic-mlp-dropout/titanic-mlp-dropout.ipynb:4] Cell 4 (preprocessing): The preprocess_data function drops ['Name', 'Ticket', 'Cabin'] but does NOT drop PassengerId. The PassengerId column remains in both train_df and test_df after preprocessing, and is included in X = train_df.drop('Survived', axis=1).values. This means passenger IDs (e.g., 892, 893 for test) are used as numeric feature values, which are not reasonable features - they are identifiers with no predictive meaning.
- [/kaggle/repo/titanic-mlp-dropout/titanic-mlp-dropout.ipynb:4] Cell 4: LabelEncoder is instantiated fresh inside preprocess_data() and fit independently on each dataframe: 'le = LabelEncoder(); df[\'Sex\'] = le.fit_transform(df[\'Sex\'])'. When applied to train_df and then separately to test_df, the encoding is not guaranteed to be consistent between splits (e.g., if test has different unique values, they would be encoded differently).
- [/kaggle/repo/titanic-mlp-dropout/titanic-mlp-dropout.ipynb:0] Cell 0: StandardScaler is imported from sklearn.preprocessing but is never used anywhere in the notebook. Numerical features (Age, Fare) are imputed with per-dataset means but never normalized, creating inconsistent feature spaces between train and test.
- [/kaggle/repo/titanic-mlp-dropout/titanic-mlp-dropout.ipynb:11] Cell 11: X_test_tensor is created from test_df.values which includes PassengerId as the first column, feeding an ID column directly into the model as a feature.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,5,2
,No path/filename text is fed as a feature unless explicitly intended.,"The notebook feeds the PassengerId column as a model feature. The preprocessing function (cell 4) drops ['Name', 'Ticket', 'Cabin'] but does NOT drop PassengerId. Feature extraction then drops only 'Survived' (the label column), keeping PassengerId as a feature. During test prediction (cell 11), X_test_tensor = torch.tensor(test_df.values, dtype=torch.float32) feeds all remaining columns including PassengerId into the model. PassengerId is an identifier column (analogous to a path/filename text) that has no predictive semantic meaning and was not explicitly intended as a feature. This matches the calibration audit note: 'Feature construction drops only the label column and keeps all other columns, so any id/name/path-like columns present in training would be fed as features.'",titanic,20,badavathnaveen,FAIL,0.91,0.88,"[/kaggle/repo/titanic-mlp-dropout/titanic-mlp-dropout.ipynb:4] Preprocessing cell drops only ['Name', 'Ticket', 'Cabin'] from both train and test DataFrames, but PassengerId is not dropped. Cell also extracts features via X = train_df.drop('Survived', axis=1).values which drops only the label, keeping PassengerId as a feature.
[/kaggle/repo/titanic-mlp-dropout/titanic-mlp-dropout.ipynb:11] Test prediction cell converts test_df.values directly to tensor: X_test_tensor = torch.tensor(test_df.values, dtype=torch.float32), which includes PassengerId as an input feature to the model.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,5,5
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The notebook uses Python-level explicit loops where vectorized matrix operations could implement the same operations more efficiently. Specifically: (1) Cell 10 (lines 19-24): The validation metric accumulation uses a for-loop over `val_dataloader` with Python-level scalar accumulation (`val_loss +=`, `correct +=`, `total +=`), which could be replaced by a single matrix forward pass on all validation data at once: `outputs = model(X_val_tensor); _, predicted = torch.max(outputs, 1); val_loss = criterion(outputs, y_val_tensor).item(); correct = (predicted == y_val_tensor).sum().item()`. (2) Cell 11 (lines 7-12): The test prediction loop uses `predictions = []` followed by `predictions.extend(predicted.numpy())` over batched DataLoader iteration, despite `X_test_tensor` already containing all test data as a single tensor. This could be replaced by: `outputs = model(X_test_tensor); _, predicted = torch.max(outputs, 1); predictions = predicted.numpy()`. Both cases use Python-level per-batch accumulation that is directly replaceable by a single tensor matrix operation on the full dataset.",titanic,20,badavathnaveen,FAIL,0.62,0.65,[/kaggle/repo/titanic-mlp-dropout/titanic-mlp-dropout.ipynb:10-11] - Cell 10 contains the training loop with a validation metric accumulation over `val_dataloader` (lines 19-24) using scalar Python accumulation pattern. Cell 11 contains the test prediction loop with `predictions = []` and `predictions.extend()` over `test_dataloader` (lines 7-12) despite having `X_test_tensor` as a single tensor containing all test data (line 2). Both loops can be replaced by single forward-pass matrix operations on the full tensors.,results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,5,15
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The test requires that the repository contains code that randomizes labels and demonstrates accuracy drops to a near-random-guessing baseline on a validation set. The repository is a single Jupyter notebook (fastai-lesson-5-linear-model-and-neural-net.ipynb) that builds and trains linear models and neural networks from scratch on the Titanic dataset. While the notebook does create a validation set (via RandomSplitter with seed=42) and computes accuracy on it, there is absolutely no code that randomizes labels or tests that accuracy drops to random guessing when labels are randomized. No function, cell, or comment anywhere in the 168-cell notebook mentions label randomization, label shuffling, noise injection, null models, or random baselines. The absence of this sanity check mechanism means the property is not satisfied.",titanic,20,banyarsawthit,FAIL,0.92,0.9,"[/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:1-168] - Complete notebook analysis shows 168 cells total. All code cells examined contain data loading, preprocessing, model training (linear model with sigmoid, then neural net), and accuracy evaluation on validation set. No code cell contains any mechanism for label randomization, shuffling dependent variables, adding label noise, or computing random-guessing baselines. [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/kernel-metadata.json:1-21] - Kernel metadata confirms this is the only substantive file in the repository, a Kaggle notebook for the Titanic competition using Python.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,6,7
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The test case requires that the training dataloader shuffles or the training dataset is shuffled for training, while validation and test sets should not shuffle. This repository does NOT shuffle its training data at all. The notebook explicitly avoids data loading frameworks (stating ""we're not going to use any pre-built architecture, or optimizers, or data loading frameworks, etc."") and instead processes data as raw PyTorch tensors. The training function `train_model` (Cell 83) calls `one_epoch` (Cell 80) which computes loss on the full `trn_indep`/`trn_dep` tensors in their original order every epoch. There is no `shuffle=True` parameter, no `DataLoader`, no `torch.randperm`, no `RandomSampler`, and no other shuffling mechanism anywhere in the notebook. The `RandomSplitter(seed=42)` (Cell 72) was only used for the initial train/val split indices, not for per-epoch shuffling. While the val/test ""do not shuffle"" part is satisfied (val and test use fixed tensor slices without shuffling), the training data is not shuffled, violating the first part of the property. This means the training procedure uses data in CSV-loaded order (by PassengerId), which could introduce ordering-dependent learning bias.",titanic,20,banyarsawthit,FAIL,0.91,0.89,"[/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:72] RandomSplitter used only for initial train/val split with fixed seed=42, not for per-epoch shuffling; [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:77] trn_indep/trn_dep assigned as fixed tensor slices via trn_split indices with no shuffling; [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:80-83] one_epoch and train_model functions iterate over full trn_indep/trn_dep tensors in original order, no shuffling mechanism present; [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:96] acc function uses val_indep/val_dep as fixed tensor slices with no shuffle; [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:113-119] test data loaded and processed without any shuffling; comprehensive text search confirms no occurrences of 'shuffle', 'DataLoader', 'TensorDataset', 'randperm', 'RandomSampler', or any other shuffling mechanism in the entire notebook.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,6,11
,The model can overfit a single (or tiny) batch to near-zero loss.,"The test requires that the model/code can overfit a single or tiny batch to near-zero loss. The repository's training code (train_model in Cell 80 and one_epoch in Cell 77) trains exclusively on the full training set (trn_indep, trn_dep) for each epoch. There is no code path that extracts a single sample or tiny batch, and no mini-batch training mechanism exists. The notebook's own documentation in Cell 166 explicitly acknowledges this limitation, stating that a key difference between their approach and practical models is ""Doing gradient descent steps on smaller batches, rather than the whole dataset."" Since the code never demonstrates the capability to overfit a tiny batch to near-zero loss (no training path exists for this), the test fails.",titanic,20,caseysolvberg,FAIL,0.73,0.77,"[/kaggle/repo/linear-model-and-neural-net-from-scratch/linear-model-and-neural-net-from-scratch.ipynb:77-80] The `one_epoch` function always uses full dataset `trn_indep` and `trn_dep`, and `train_model` iterates over this full dataset with no batch splitting. [/kaggle/repo/linear-model-and-neural-net-from-scratch/linear-model-and-neural-net-from-scratch.ipynb:166] The ""Final thoughts"" section explicitly states that a key difference from practical models is ""Doing gradient descent steps on smaller batches, rather than the whole dataset,"" confirming the code does not support batch-based training and thus cannot demonstrate tiny-batch overfitting.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,7,9
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The test requires that either a training dataloader uses shuffle=True or the training dataset is shuffled for training, while val/test do not shuffle. This notebook explicitly states it builds models 'from scratch' without using 'any data loading frameworks' and uses pandas tensors directly. The training loop (Cell 77: `one_epoch` function) processes the full `trn_indep` and `trn_dep` tensors in their original order without any shuffling mechanism. There are no `DataLoader` objects, no `shuffle` parameters, no `torch.randperm`, and no random sampling anywhere in the code. While the val/test data correctly does not shuffle (satisfying the second half), the training data is also not shuffled (violating the first half). Therefore, the property is not satisfied.",titanic,20,caseysolvberg,FAIL,0.91,0.89,"[/kaggle/repo/linear-model-and-neural-net-from-scratch/linear-model-and-neural-net-from-scratch.ipynb:1-168] - The full notebook. Key evidence:
- Introduction states: ""we're not going to use any pre-built architecture, or optimizers, or data loading frameworks, etc."" (Cell 0-1, markdown)
- Cell 72: Uses `RandomSplitter(seed=42)` only for splitting data into train/val indices (not for shuffling within sets)
- Cell 74: `trn_indep,val_indep = t_indep[trn_split],t_indep[val_split]` - direct tensor indexing, no shuffling
- Cell 77: `one_epoch` function processes `trn_indep` and `trn_dep` directly via `calc_loss(coeffs, trn_indep, trn_dep)` without any shuffling
- Cell 80: `train_model` function calls `one_epoch` repeatedly without any randomization between epochs
- Cell 93: `acc` function uses `val_indep` and `val_dep` directly without shuffling
- No `DataLoader`, `shuffle`, `RandomSampler`, or any randomization mechanism appears anywhere in the notebook",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,7,11
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The test requires that ""Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle."" The repository's training code (cells 81 and 84) processes the entire training dataset in a single pass per epoch with no shuffling whatsoever. There are no PyTorch DataLoaders, no `shuffle=True` parameters, no `RandomSampler`, no `torch.randperm`, and no other form of data shuffling or batching in the training loop. The `one_epoch` function directly computes loss over the full `trn_indep` and `trn_dep` tensors without any randomization. While the validation set correctly does not shuffle (computed in cells 91-97), the training dataset also fails to shuffle, violating the requirement that training must shuffle its data.",titanic,20,davidhunter12,FAIL,0.85,0.82,"[/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand/cp3501-prac06-task01-linear-model-by-hand.ipynb:81] (one_epoch function processes entire trn_indep/trn_dep without shuffling), [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand/cp3501-prac06-task01-linear-model-by-hand.ipynb:84] (train_model iterates epochs calling one_epoch with no shuffling), [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand/cp3501-prac06-task01-linear-model-by-hand.ipynb:73] (RandomSplitter used only for index splitting, not for shuffling), [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand/cp3501-prac06-task01-linear-model-by-hand.ipynb:78] (tensor indexing with split indices, no randomization), [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand/cp3501-prac06-task01-linear-model-by-hand.ipynb:97] (acc function evaluates on val_indep/val_dep without shuffling).",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples20.jsonl,8,11
